# TIPO,LOGRADOURO,BAIRRO,CIDADE
RUA,ALMIR MENDES DA COSTA,CONJUNTO RENATO ERNESTO VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,ALMIRANTE BARROSO,NOVA SUISSA,BELO HORIZONTE
RUA,ALMEIDA NERO,ALVARO CAMARGOS,BELO HORIZONTE
RUA,ALMIRANTE TAMANDARE,GUTIERREZ,BELO HORIZONTE
RUA,ALOISIO ARAGAO VILLAR,TREVO,BELO HORIZONTE
RUA,ALOYSIO LEITE GUIMARAES,BELVEDERE,BELO HORIZONTE
RUA,ALOYSIO LOBAO VERAS,SERRANO,BELO HORIZONTE
RUA,ALPERCATA,JARDIM LEBLON,BELO HORIZONTE
RUA,ALPES,NOVA SUISSA,BELO HORIZONTE
AVE,ALPHONSUS DE GUIMARAES,SANTA EFIGENIA,BELO HORIZONTE
RUA,ALPINA,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,ALPINEA,JULIANA,BELO HORIZONTE
RUA,ALSACIA,PADRE EUSTAQUIO,BELO HORIZONTE
RUA,ALTAIR,PINDORAMA,BELO HORIZONTE
RUA,ALTAMIR CORREA DE FARIA,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,ALTAMIRA,PIRAJA,BELO HORIZONTE
PRACA,ALTAMIRA DE ABREU MACHADO,MANGABEIRAS,BELO HORIZONTE
AVE,ALTAMIRO AVELINO SOARES,CASTELO,BELO HORIZONTE
RUA,ALTERNADOR,INDEPENDENCIA (BARREIRO),BELO HORIZONTE
RUA,ALTEROSA,CONJUNTO TAQUARIL,BELO HORIZONTE
RUA,ALTINA DE ALMEIDA COSTA,MANTIQUEIRA,BELO HORIZONTE
RUA,ALTINO ABDON ALVES,MINASCAIXA,BELO HORIZONTE
RUA,ALTINO TEIXEIRA,EYMARD,BELO HORIZONTE
RUA,ALTINOPOLIS,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,ALTIVO MARCIO RIBEIRO,BARREIRO,BELO HORIZONTE
RUA,ALTO DA MATA,SAGRADA FAMILIA,BELO HORIZONTE
RUA,ALUISIO DE AZEVEDO,SANTA MONICA,BELO HORIZONTE
RUA,ALUIZIO DAVIS,OURO PRETO,BELO HORIZONTE
RUA,ALUIZIO TEIXEIRA DA SILVA,MANTIQUEIRA,BELO HORIZONTE
RUA,ALUMINIO,SERRA,BELO HORIZONTE
BECO,ALUNA KELLEN DE FARIA,SAO JORGE,BELO HORIZONTE
RUA,ALVARENGA,DOM BOSCO,BELO HORIZONTE
RUA,DOS ALVARENGAS,AARAO REIS,BELO HORIZONTE
RUA,ALVARENGA PEIXOTO,LOURDES,BELO HORIZONTE
RUA,ALVARENGA PEIXOTO,SANTO AGOSTINHO,BELO HORIZONTE
AVE,ALVARES CABRAL,CENTRO,BELO HORIZONTE
AVE,ALVARES CABRAL,LOURDES,BELO HORIZONTE
RUA,ALVARES DA SILVA,UNIAO,BELO HORIZONTE
RUA,ALVARES DE AZEVEDO,COLEGIO BATISTA,BELO HORIZONTE
RUA,ALVARES DE AZEVEDO,SANTA MONICA,BELO HORIZONTE
RUA,ALVARES RUBIAO,TUPI A,BELO HORIZONTE
RUA,ALVAREZ,MARIA VIRGINIA,BELO HORIZONTE
RUA,ALVARO ALVIM,CAICARAS,BELO HORIZONTE
RUA,ALVARO CAMARGOS SOBRINHO,FLORAMAR,BELO HORIZONTE
ALAMEDA,VEREADOR ALVARO CELSO,CENTRO,BELO HORIZONTE
RUA,ALVARO DA SILVEIRA,BARREIRO,BELO HORIZONTE
RUA,ALVARO DA SILVEIRA,DOM BOSCO,BELO HORIZONTE
RUA,ALVARO DE MORAIS,AARAO REIS,BELO HORIZONTE
RUA,ALVARO FERNANDES,TAQUARIL,BELO HORIZONTE
RUA,ALVARO FERREIRA CARDOSO,CARDOSO (BARREIRO),BELO HORIZONTE
RUA,ALVARO LICERIO DA COSTA,LETICIA,BELO HORIZONTE
RUA,ALVARO MARTINS,DONA CLARA,BELO HORIZONTE
RUA,ALVARO MOREIRA FILOGONIO,ALTO CAICARAS,BELO HORIZONTE
RUA,ALVARO OLIVEIRA ROXO,MARIA VIRGINIA,BELO HORIZONTE
RUA,DECIO SILVEIRA MARQUES,GOIANIA,BELO HORIZONTE
RUA,ALVARO SANTOS,VILA PARIS,BELO HORIZONTE
RUA,ALVES,CONJUNTO JARDIM FILADELFIA,BELO HORIZONTE
RUA,ALVES DE BRITO,MARIA VIRGINIA,BELO HORIZONTE
RUA,ALVES MARTINS,CALAFATE,BELO HORIZONTE
RUA,ALVES PINTO,GRAJAU,BELO HORIZONTE
RUA,ALVIMAR REZENDE,BARREIRO,BELO HORIZONTE
RUA,ALVINEGRO,PILAR,BELO HORIZONTE
RUA,ALVINOPOLIS,SANTA TERESA,BELO HORIZONTE
RUA,ALVORADA,CONJUNTO TAQUARIL,BELO HORIZONTE
BECO,ALVORADA,VILA BARRAGEM SANTA LUCIA,BELO HORIZONTE
RUA,ALVORADA DE MINAS,PADRE EUSTAQUIO,BELO HORIZONTE
PRACA,DA ALVORADA,MINASCAIXA,BELO HORIZONTE
RUA,ALZIRA MENDES LEAO,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,ALZIRA FARAH,GOIANIA,BELO HORIZONTE
RUA,ALZIRA MARIA FERREIRA,SANTA MONICA,BELO HORIZONTE
PRACA,ALZIRO ZARUR,ERMELINDA,BELO HORIZONTE
RUA,AMADEU QUAGLIA,SAO CRISTOVAO,BELO HORIZONTE
TRAVESSA,AMADOR,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,AMADOR BUENO,CAMPO ALEGRE,BELO HORIZONTE
RUA,AMALFI,BANDEIRANTES (PAMPULHA),BELO HORIZONTE
RUA,AMANDA,BETANIA,BELO HORIZONTE
RUA,AMANDA,VISTA ALEGRE,BELO HORIZONTE
RUA,AMANDO COUTO,SAO TOMAZ,BELO HORIZONTE
RUA,AMANHECE,SAO PAULO,BELO HORIZONTE
RUA,AMAPA,SERRA,BELO HORIZONTE
RUA,AMARAJI,SAO GABRIEL,BELO HORIZONTE
RUA,AMARAL,PIRAJA,BELO HORIZONTE
BECO,AMARAL,SAO JORGE,BELO HORIZONTE
RUA,AMARAL FRANCO,NOVA CACHOEIRINHA,BELO HORIZONTE
RUA,AMARANTINA,BETANIA,BELO HORIZONTE
RUA,AMARANTO,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,AMARILIS,SANTO ANDRE,BELO HORIZONTE
RUA,AMARILIS,PINDORAMA,BELO HORIZONTE
RUA,AMARO RIBEIRO COELHO,CAICARAS,BELO HORIZONTE
RUA,AMAROS,SAO PAULO,BELO HORIZONTE
AVE,AMAZONAS,CENTRO,BELO HORIZONTE
AVE,AMAZONAS,CENTRO,BELO HORIZONTE
AVE,AMAZONAS,SANTO AGOSTINHO,BELO HORIZONTE
AVE,AMAZONAS,BARRO PRETO,BELO HORIZONTE
AVE,AMAZONAS,GUTIERREZ,BELO HORIZONTE
AVE,AMAZONAS,ALTO BARROCA,BELO HORIZONTE
AVE,AMAZONAS,GAMELEIRA,BELO HORIZONTE
AVE,AMAZONAS,GLALIJA,BELO HORIZONTE
RUA,AMAZONITA,POMPEIA,BELO HORIZONTE
RUA,DAS AMEIXEIRAS,VILA CLORIS,BELO HORIZONTE
BECO,AMELIA,NOVA CACHOEIRINHA,BELO HORIZONTE
RUA,AMELIA CALIXTO PALHARES,ALTO CAICARAS,BELO HORIZONTE
RUA,AMELIA CARNEIRO DE MENDONCA,TUPI B,BELO HORIZONTE
RUA,AMELIA CLEMENTE ROCHA,TUPI B,BELO HORIZONTE
RUA,AMELIA DE ALMEIDA,MONTE AZUL,BELO HORIZONTE
RUA,AMELIA DE CASTRO,HORTO FLORESTAL,BELO HORIZONTE
RUA,AMELIA PYRAMO,SANTA HELENA (BARREIRO),BELO HORIZONTE
RUA,AMENDITA,PINDORAMA,BELO HORIZONTE
RUA,DAS AMENDOEIRAS,VILA CLORIS,BELO HORIZONTE
RUA,DAS AMENDOEIRAS,MARAJO,BELO HORIZONTE
RUA,AMERICA,SAO BERNARDO,BELO HORIZONTE
RUA,AMERICA BARRETO,INCONFIDENCIA,BELO HORIZONTE
RUA,AMERICO ALVES,NAZARE,BELO HORIZONTE
RUA,AMERICO ALVES PATRICIO,SUZANA,BELO HORIZONTE
RUA,AMERICO ALVES SARDINHA,POUSADA SANTO ANTONIO,BELO HORIZONTE
RUA,AMERICO ANTONINI,COPACABANA,BELO HORIZONTE
RUA,AMERICO CAMPOLINA REZENDE,FERNAO DIAS,BELO HORIZONTE
RUA,AMERICO DIAMANTINO,CRUZEIRO,BELO HORIZONTE
RUA,AMERICO FERREIRA CARDOSO,COQUEIROS,BELO HORIZONTE
RUA,AMERICO LUIZ,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,AMERICO MAGALHAES,BARREIRO,BELO HORIZONTE
RUA,AMERICO MARCELINO FONSECA,HORTO FLORESTAL,BELO HORIZONTE
RUA,AMERICO MARTINS DA COSTA,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,AMERICO SCOTT,SERRA,BELO HORIZONTE
AVE,AMERICO VESPUCIO,PARQUE RIACHUELO,BELO HORIZONTE
AVE,AMERICO VESPUCIO,PARQUE RIACHUELO,BELO HORIZONTE
RUA,AMERICO VINICIUS,NAZARE,BELO HORIZONTE
RUA,AMERICO WERNECK,MANGABEIRAS,BELO HORIZONTE
RUA,AMETISTA,PRADO,BELO HORIZONTE
RUA,AMIANTO,SANTA TERESA,BELO HORIZONTE
RUA,AMILCAR RODRIGUES MOREIRA,GOIANIA,BELO HORIZONTE
RUA,AMILCAR VIANNA MARTINS,BURITIS,BELO HORIZONTE
RUA,AMINTAS DE BARROS,CAMPO ALEGRE,BELO HORIZONTE
PRACA,AMINTAS DE BARROS,VENDA NOVA,BELO HORIZONTE
AVE,AMINTAS VIDAL GOMES,GAMELEIRA,BELO HORIZONTE
RUA,AMIRO RODRIGUES CAMPOS,APARECIDA,BELO HORIZONTE
BECO,DA AMIZADE,VILA SAO JOSE,BELO HORIZONTE
BECO,AMIZADE,NOSSA SENHORA DE FATIMA,BELO HORIZONTE
BECO,AMIZADE,FLAVIO MARQUES LISBOA (BARREIRO),BELO HORIZONTE
BECO,DA AMIZADE,SAO JORGE,BELO HORIZONTE
BECO,DA AMIZADE,DIAMANTE (BARREIRO),BELO HORIZONTE
AVE,AMOR DE NOSSA VIDA,JARDIM VITORIA,BELO HORIZONTE
RUA,AMOR ESPANHOL,MADRI,BELO HORIZONTE
RUA,AMOR-DO-CAMPO,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,AMOR-PERFEITO,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,AMORAS,SANTA EFIGENIA,BELO HORIZONTE
BECO,AMORAS,CONCORDIA,BELO HORIZONTE
BECO,DAS AMORAS,VENTOSA,BELO HORIZONTE
RUA,DAS AMOREIRAS,VILA CLORIS,BELO HORIZONTE
RUA,AMOROSO COSTA,SANTA LUCIA,BELO HORIZONTE
RUA,AMPARO,ALTO BARROCA,BELO HORIZONTE
RUA,AMPARO DA SERRA,MILIONARIOS (BARREIRO),BELO HORIZONTE
RUA,AMUR,BETANIA,BELO HORIZONTE
RUA,FLOR-DA-MELANCIA,JARDIM SAO JOSE,BELO HORIZONTE
RUA,ANA ALVARENGA CAMPOS,CEU AZUL,BELO HORIZONTE
RUA,ANA ARAUJO DE ANDRADE,LETICIA,BELO HORIZONTE
RUA,ANA CAROLINA,NOVA SUISSA,BELO HORIZONTE
RUA,ANA CAROLINE SILVA,MINASCAIXA,BELO HORIZONTE
RUA,ANA DE CARVALHO SILVEIRA,SILVEIRA,BELO HORIZONTE
RUA,ANA DE SA,SANTA EFIGENIA,BELO HORIZONTE
RUA,ANA FERREIRA BRANDAO,JAQUELINE,BELO HORIZONTE
RUA,ANA FERREIRA SILVA,PAQUETA,BELO HORIZONTE
PRACA,ANA FIRMINO,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,ANA HILBERT,SANTA HELENA (BARREIRO),BELO HORIZONTE
RUA,ANA HORTA,GOIANIA,BELO HORIZONTE
RUA,ANA JOSEFINA,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,ANA LUCIA,NOVO DAS INDUSTRIAS (BARREIRO),BELO HORIZONTE
RUA,ANA LUCIA,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,GAVIAO,FLAVIO MARQUES LISBOA (BARREIRO),BELO HORIZONTE
RUA,ANA MARQUES DA SILVA,JAQUELINE,BELO HORIZONTE
RUA,ANA MATOS,DOM BOSCO,BELO HORIZONTE
RUA,ANA MOREIRA SANTO,JAQUELINE,BELO HORIZONTE
RUA,ANA ROSA DE JESUS,DIAMANTE (BARREIRO),BELO HORIZONTE
RUA,ANA SEVERINA ROSA,BRAUNAS,BELO HORIZONTE
RUA,ANA TEREZA,DAS INDUSTRIAS I (BARREIRO),BELO HORIZONTE
RUA,ANA VAZ DE MELO,DONA CLARA,BELO HORIZONTE
RUA,ANA VENUTE SOARES,GOIANIA,BELO HORIZONTE
RUA,ANACYR DE ABREU,PARQUE COPACABANA,BELO HORIZONTE
RUA,ANALIA,PINDORAMA,BELO HORIZONTE
RUA,ANAPOLIS,SANTA EFIGENIA,BELO HORIZONTE
RUA,ANAPURUS,SAO GABRIEL,BELO HORIZONTE
RUA,ANUA,SAO GERALDO,BELO HORIZONTE
RUA,ANCARA,EUROPA,BELO HORIZONTE
RUA,ANCHIETA,CALIFORNIA,BELO HORIZONTE
RUA,ANCHIETA,PADRE EUSTAQUIO,BELO HORIZONTE
RUA,ANCHIETA,CONJUNTO TAQUARIL,BELO HORIZONTE
RUA,ANCONA,BANDEIRANTES (PAMPULHA),BELO HORIZONTE
RUA,ANDALUZITA,CARMO,BELO HORIZONTE
RUA,ANDARAI,NOVA VISTA,BELO HORIZONTE
RUA,ANDESITA,UNIAO,BELO HORIZONTE
RUA,ANDIRA,SANTA MARIA,BELO HORIZONTE
PRACA,DAS ANDORINHAS,VILA CLORIS,BELO HORIZONTE
RUA,ANDORRA,CONJUNTO LAGOA,BELO HORIZONTE
RUA,ABEL LOBO CORDEIRO,SAO MARCOS,BELO HORIZONTE
AVE,DOS ANDRADAS,CENTRO,BELO HORIZONTE
AVE,DOS ANDRADAS,SANTA EFIGENIA,BELO HORIZONTE
AVE,DOS ANDRADAS,SANTA TERESA,BELO HORIZONTE
AVE,DOS ANDRADAS,POMPEIA,BELO HORIZONTE
AVE,DOS ANDRADAS,HORTO,BELO HORIZONTE
AVE,DOS ANDRADAS,CAETANO FURQUIM,BELO HORIZONTE
AVE,DOS ANDRADAS,VERA CRUZ,BELO HORIZONTE
RUA,ANDRADA E SILVA,JARDIM LEBLON,BELO HORIZONTE
RUA,ANDRADE MELO,SAO SEBASTIAO,BELO HORIZONTE
RUA,ANDRADINA,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,ANDRE DE MELO E CASTRO,NOVA CACHOEIRINHA,BELO HORIZONTE
RUA,ANDRE FAVALLELI,SAUDADE,BELO HORIZONTE
RUA,ANDRE FERNANDES,NOVA SUISSA,BELO HORIZONTE
RUA,ANDRE LUIZ,BONSUCESSO (BARREIRO),BELO HORIZONTE
BECO,ANDRE LUIZ,HAVAI,BELO HORIZONTE
RUA,ANDRE REBOUCAS,CAMPO ALEGRE,BELO HORIZONTE
RUA,ANDREIA MARGARETTE CAMILO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,ANDREIA PIRES,NOVA CACHOEIRINHA,BELO HORIZONTE
RUA,ANDRELANDIA,DOM BOSCO,BELO HORIZONTE
PRACA,ANELSO ALVES,FLAVIO MARQUES LISBOA (BARREIRO),BELO HORIZONTE
RUA,ANFIBOLIOS,BONFIM,BELO HORIZONTE
RUA,ANGA,DOM BOSCO,BELO HORIZONTE
RUA,ANGAI,SANTA EFIGENIA,BELO HORIZONTE
RUA,ANGATUBA,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,ANGATURAMA,SAO PAULO,BELO HORIZONTE
RUA,ANGELINA DE MATTOS SILVEIRA,NAZARE,BELO HORIZONTE
RUA,ANGELINA MOYSES SAFAR,FLAVIO MARQUES LISBOA (BARREIRO),BELO HORIZONTE
RUA,ANGELO RABELO,SANTA TERESA,BELO HORIZONTE
RUA,ANGICO,SAO CRISTOVAO,BELO HORIZONTE
RUA,ANGOLA,SAO PAULO,BELO HORIZONTE
RUA,ANGUSTURA,SERRA,BELO HORIZONTE
RUA,ANHANGAI,CAICARAS,BELO HORIZONTE
RUA,ANHEMBI,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,ANIBAL ANDRADE CAMARA,PLANALTO,BELO HORIZONTE
RUA,ANIBAL BENEVOLO,SANTA EFIGENIA,BELO HORIZONTE
RUA,ANIBAL CORDEIRO MELO,SAO FRANCISCO,BELO HORIZONTE
RUA,ANIBAL GONTIJO,LUXEMBURGO,BELO HORIZONTE
RUA,ANIBAL MACHADO,TUPI A,BELO HORIZONTE
RUA,ANIBAL TEOTONIO,PALMEIRAS,BELO HORIZONTE
RUA,ANIBAL VAZ DE MELO,TUPI A,BELO HORIZONTE
RUA,ANIL,SAO SALVADOR,BELO HORIZONTE
RUA,ANIRY,GUARANI,BELO HORIZONTE
RUA,ANISIO SEBASTIAO CUNHA,MINASCAIXA,BELO HORIZONTE
RUA,ANITA BARBOSA SILVA,OURO PRETO,BELO HORIZONTE
RUA,ANITA BLUMBERG,OURO PRETO,BELO HORIZONTE
RUA,ANITA GARIBALDI,CORACAO DE JESUS,BELO HORIZONTE
RUA,ANITA MALFATTI,TUPI B,BELO HORIZONTE
RUA,ANITA SOARES,SANTO ANTONIO,BELO HORIZONTE
BECO,DA ANITA,VENTOSA,BELO HORIZONTE
RUA,ANNA MARIA DE JESUS,AARAO REIS,BELO HORIZONTE
RUA,ANNITA CAIAFA MESQUITA,GOIANIA,BELO HORIZONTE
RUA,ANORI,SAO GABRIEL,BELO HORIZONTE
RUA,ANTAL SCHOBER,INDAIA,BELO HORIZONTE
BECO,DO ANTAO,NOSSA SENHORA DE FATIMA,BELO HORIZONTE
RUA,ANTAO GONCALVES,TAQUARIL,BELO HORIZONTE
RUA,ANTARES,SANTA LUCIA,BELO HORIZONTE
PRACA,ANTARTICA,CAICARAS,BELO HORIZONTE
BECO,ANTENA,SANTO ANDRE,BELO HORIZONTE
BECO,DAS ANTENAS,VILA ANTENA,BELO HORIZONTE
BECO,DAS ANTENAS,MANGUEIRAS (BARREIRO),BELO HORIZONTE
BECO,DAS ANTENAS,SANTA CECILIA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,ANTENOR DE ABREU,SANTA CRUZ,BELO HORIZONTE
RUA,ANTENOR PERDIGAO,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,ANTENOR PRATA,PAQUETA,BELO HORIZONTE
RUA,ANTENOR VALENTIN MENDES,JARDIM GUANABARA,BELO HORIZONTE
RUA,ANTERO DA SILVEIRA,CARMO,BELO HORIZONTE
RUA,ANTERO DE QUENTAL,SANTA BRANCA,BELO HORIZONTE
RUA,ANTERO GOMES LEITE,BELVEDERE,BELO HORIZONTE
RUA,ANTONIA AUGUSTA,SAO JORGE,BELO HORIZONTE
RUA,ANTONIA DE CARVALHO,MINASCAIXA,BELO HORIZONTE
RUA,ANTONIA FELICIA DO REIS,CAICARAS,BELO HORIZONTE
RUA,ANTONIETA MILLIET,MILIONARIOS (BARREIRO),BELO HORIZONTE
RUA,ANTONIETA SANTA STERSA,LETICIA,BELO HORIZONTE
RUA,ANTONIO ABRANTES FORTUNA,TIROL (BARREIRO),BELO HORIZONTE
RUA,ANTONIO ACACIO,CONJUNTO HABITACIONAL VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,ANTONIO ALEIXO,SAO SEBASTIAO,BELO HORIZONTE
RUA,ANTONIO DE ALMEIDA,MONTE AZUL,BELO HORIZONTE
RUA,ANTONIO ALVES,DIAMANTE (BARREIRO),BELO HORIZONTE
RUA,ANTONIO ALVES DA SILVA,BETANIA,BELO HORIZONTE
RUA,ANTONIO ALVES FERREIRA,JARDIM GUANABARA,BELO HORIZONTE
PRACA,ANTONIO ANDRE MIRANDA,SANTO ANDRE,BELO HORIZONTE
RUA,ANTONIO ANGELO CAVANIS,BRAUNAS,BELO HORIZONTE
RUA,ANTONIO ANIBAL PACHECO,BURITIS,BELO HORIZONTE
AVE,ANTONIO AUGUSTO DA SILVA,OURO PRETO,BELO HORIZONTE
RUA,ANTONIO AUGUSTO DA SILVA,CONJUNTO RENATO ERNESTO VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,ANTONIO AUGUSTO DE CARVALHO,OURO PRETO,BELO HORIZONTE
RUA,ANTONIO AUGUSTO FERREIRA,EYMARD,BELO HORIZONTE
RUA,ANTONIO AVELINO DE SOUZA,MANTIQUEIRA,BELO HORIZONTE
RUA,ANTONIO BACHA,BURITIS,BELO HORIZONTE
RUA,ANTONIO BANDEIRA,TUPI B,BELO HORIZONTE
RUA,ANTONIO BATISTA JUNIOR,ALTO DOS PINHEIROS,BELO HORIZONTE
RUA,ANTONIO BERNARDO,NOVA CINTRA,BELO HORIZONTE
RUA,ANTONIO BICALHO LANA,LAGOA,BELO HORIZONTE
RUA,ANTONIO CAMARGOS,JARDINOPOLIS,BELO HORIZONTE
RUA,ANTONIO CAMPOS,NOVA GAMELEIRA,BELO HORIZONTE
AVE,PRESIDENTE ANTONIO CARLOS,LAGOINHA,BELO HORIZONTE
AVE,PRESIDENTE ANTONIO CARLOS,LAGOINHA,BELO HORIZONTE
AVE,PRESIDENTE ANTONIO CARLOS,BOM JESUS,BELO HORIZONTE
AVE,PRESIDENTE ANTONIO CARLOS,CACHOEIRINHA,BELO HORIZONTE
AVE,PRESIDENTE ANTONIO CARLOS,PAMPULHA,BELO HORIZONTE
AVE,PRESIDENTE ANTONIO CARLOS,CAMPUS UFMG,BELO HORIZONTE
RUA,ANTONIO CARLOS GUIMARAES,MINASCAIXA,BELO HORIZONTE
RUA,ANTONIO CARVALHO,JULIANA,BELO HORIZONTE
RUA,ANTONIO CELESTINO DE OLIVEIRA,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,ANTONIO CESARIO DA ROCHA,CAICARAS,BELO HORIZONTE
RUA,ANTONIO CLEMENTE,SANTA CRUZ,BELO HORIZONTE
RUA,ANTONIO CRUZ MAIA,SANTA HELENA (BARREIRO),BELO HORIZONTE
RUA,ANTONIO DA COSTA XAVIER,LAGOA,BELO HORIZONTE
RUA,ANTONIO DA LUZ BRAGA,BRASIL INDUSTRIAL (BARREIRO),BELO HORIZONTE
BECO,ANTONIO DE ALBUQUERQUE,SERRA,BELO HORIZONTE
RUA,ANTONIO DE ALBUQUERQUE,FUNCIONARIOS,BELO HORIZONTE
RUA,ANTONIO DE ALBUQUERQUE,FUNCIONARIOS,BELO HORIZONTE
RUA,ANTONIO DE CASTRO SILVA,ESTORIL,BELO HORIZONTE
RUA,ANTONIO DE FREITAS,PIRAJA,BELO HORIZONTE
RUA,ANTONIO DE PAIVA MEIRELLES,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,ANTONIO DE SA,SANTA MONICA,BELO HORIZONTE
RUA,ANTONIO DE SOUZA,MIRAMAR (BARREIRO),BELO HORIZONTE
RUA,ANTONIO DE SOUZA GOMES,REGINA (BARREIRO),BELO HORIZONTE
RUA,ANTONIO DE SOUZA MACHADO,PARQUE SAO PEDRO (VENDA NOVA),BELO HORIZONTE
RUA,ANTONIO DIAS,SANTO ANTONIO,BELO HORIZONTE
RUA,ANTONIO EGYDIO DE LIMA,SANTA AMELIA,BELO HORIZONTE
RUA,ANTONIO EUSTAQUIO PIAZZA,TIROL (BARREIRO),BELO HORIZONTE
RUA,ANTONIO EUSTAQUIO PINHEIRO,SOLAR DO BARREIRO (BARREIRO),BELO HORIZONTE
RUA,ANTONIO FALABELA,SANTA TEREZINHA,BELO HORIZONTE
RUA,ANTONIO FALCI,LUXEMBURGO,BELO HORIZONTE
RUA,ANTONIO FAUSTINO OLIVEIRA,DOM SILVERIO,BELO HORIZONTE
RUA,ANTONIO FELINTO,UNIVERSITARIO,BELO HORIZONTE
BECO,ANTONIO FELIPE ARAUJO,VERA CRUZ,BELO HORIZONTE
PRACA,ANTONIO FERNANDES DOS REIS,DOM BOSCO,BELO HORIZONTE
RUA,ANTONIO FERNANDES CAPANEMA,TEIXEIRA DIAS (BARREIRO),BELO HORIZONTE
RUA,ANTONIO FERNANDES DE MELO,JARDIM ALVORADA,BELO HORIZONTE
RUA,ANTONIO FERREIRA DA CRUZ,PARQUE SAO PEDRO (VENDA NOVA),BELO HORIZONTE
RUA,ANTONIO FERREIRA DE BARROS,CEU AZUL,BELO HORIZONTE
RUA,ANTONIO FERREIRA MAIA,SANTA HELENA (BARREIRO),BELO HORIZONTE
RUA,ANTONIO FLORES,BONSUCESSO (BARREIRO),BELO HORIZONTE
AVE,ANTONIO FRANCISCO LISBOA,BANDEIRANTES (PAMPULHA),BELO HORIZONTE
RUA,ANTONIO FRANCISCO RODRIGUES,SANTA HELENA (BARREIRO),BELO HORIZONTE
RUA,ANTONIO GENTIL,SAO CRISTOVAO,BELO HORIZONTE
RUA,ANTONIO GIAROLA,CEU AZUL,BELO HORIZONTE
RUA,ANTONIO GOMES,CINQUENTENARIO,BELO HORIZONTE
RUA,ANTONIO GRAVATA,CINQUENTENARIO,BELO HORIZONTE
AVE,ANTONIO HENRIQUE ALVES,CAICARAS,BELO HORIZONTE
RUA,ANTONIO HOLANDINO DE ARAUJO,TIROL (BARREIRO),BELO HORIZONTE
TRAVESSA,ANTONIO ISIDORO,JOAO PINHEIRO,BELO HORIZONTE
RUA,PADRE LAGE,DOM BOSCO,BELO HORIZONTE
RUA,ANTONIO JOAQUIM MACHADO,ITAPOA,BELO HORIZONTE
RUA,ANTONIO JORGE DE FARIA,CEU AZUL,BELO HORIZONTE
RUA,ANTONIO JOSE,MADRE GERTRUDES,BELO HORIZONTE
RUA,ANTONIO JOSE ANDRADE,SAO BENTO,BELO HORIZONTE
RUA,ANTONIO JOSE DE CARVALHO,CAICARAS,BELO HORIZONTE
RUA,ANTONIO JOSE DE OLIVEIRA,MINASCAIXA,BELO HORIZONTE
RUA,ANTONIO JOSE DOS SANTOS,CEU AZUL,BELO HORIZONTE
RUA,ANTONIO JULIO BARRETO,SANTA AMELIA,BELO HORIZONTE
RUA,ANTONIO JUNQUEIRA JUNIOR,SANTA MONICA,BELO HORIZONTE
RUA,ANTONIO JUSTINO,POMPEIA,BELO HORIZONTE
RUA,ANTONIO LOPES DA ROCHA,MANTIQUEIRA,BELO HORIZONTE
RUA,ANTONIO LUCIO HOMEM,VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,ANTONIO LUIZ LOBO,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
RUA,ANTONIO MARCAL SAMPAIO,MANTIQUEIRA,BELO HORIZONTE
RUA,ANTONIO MARCELINO DE ARAUJO,MANTIQUEIRA,BELO HORIZONTE
RUA,ANTONIO MARIANO DE ABREU,CONJUNTO PAULO VI,BELO HORIZONTE
RUA,ANTONIO MARMO FERREIRA,CONJUNTO LAGOA,BELO HORIZONTE
RUA,ANTONIO MARTINS DE ARAUJO,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,ANTONIO MARTINS DE SOUZA,BETANIA,BELO HORIZONTE
RUA,ANTONIO MARZINETTI,OURO PRETO,BELO HORIZONTE
RUA,ANTONIO MATOS COSTA,JARDINOPOLIS,BELO HORIZONTE
